0,itd,cocktail_wav48_itd/2_distractors/p277/p277_462.wav,754516,from our point of view the player is free to leave,the idea is for you to leave,8.821487426757812e-06
1,itd,cocktail_wav48_itd/1_distractors/p279/p279_278.wav,639888,it happens from time to time,take note,6.9141387939453125e-06
2,hrtf,cocktail_wav48_hrtf/5_distractors/p237/p237_271.wav,1024348,it is fantastic that other women will be able to benefit,benefit,5.9604644775390625e-06
3,hrtf,cocktail_wav48_hrtf/5_distractors/p229/p229_025.wav,893752,johnson was pretty low,jonsan was,6.198883056640625e-06
4,ild,cocktail_wav48_ild/3_distractors/p304/p304_415.wav,1147348,parliament was evenly divided on the issue,parties were divided by the issue,6.9141387939453125e-06
5,itd,cocktail_wav48_itd/3_distractors/p283/p283_336.wav,664152,well he can do it,as suspected thats as far as it goes,6.198883056640625e-06
6,hrtf,cocktail_wav48_hrtf/1_distractors/p277/p277_051.wav,672716,it is bizarre,it is bizzare,6.9141387939453125e-06
7,hrtf,cocktail_wav48_hrtf/4_distractors/p237/p237_015.wav,1122812,the greeks used to imagine that it was a sign from the gods to foretell war or heavy rain,war or heavy rain,8.106231689453125e-06
8,itd,cocktail_wav48_itd/1_distractors/p283/p283_384.wav,902108,does it matter,does it matter,6.9141387939453125e-06
9,ild,cocktail_wav48_ild/5_distractors/p306/p306_074.wav,1430064,what are you supposed to do just walk away,what are you supposed to do just walk away,7.867813110351562e-06
10,itd,cocktail_wav48_itd/1_distractors/p277/p277_403.wav,770756,then  he laughs,there are laughs,7.152557373046875e-06
11,hrtf,cocktail_wav48_hrtf/4_distractors/p229/p229_197.wav,1131444,what has caused the demise of singing,notion,5.7220458984375e-06
12,itd,cocktail_wav48_itd/2_distractors/p286/p286_310.wav,599016,but it has been an amazing experience,thhis has been an amazing experience,1.5974044799804688e-05
13,ild,cocktail_wav48_ild/2_distractors/p304/p304_363.wav,631532,she is still very poorly,she is still very pretty,7.152557373046875e-06
14,ild,cocktail_wav48_ild/6_distractors/p306/p306_010.wav,1499716,people look but no one ever finds it,but no one ever finds it,6.9141387939453125e-06
15,hrtf,cocktail_wav48_hrtf/1_distractors/p274/p274_377.wav,623388,those people must be accountable,those people must be accountable,6.198883056640625e-06
16,hrtf,cocktail_wav48_hrtf/3_distractors/p274/p274_431.wav,975444,a police spokeswoman said last night that the case was closed,a police spoksman last night said that the case was closed,6.9141387939453125e-06
17,ild,cocktail_wav48_ild/1_distractors/p304/p304_034.wav,762628,sometimes it_s not what you say that counts,sometimes it's not what you say that counts,7.152557373046875e-06
18,hrtf,cocktail_wav48_hrtf/5_distractors/p237/p237_284.wav,1156128,perhaps it_s because i haven_t finished the first two races,aristotle thought the raindow was the suns reflecion on the drops made by the rain,7.152557373046875e-06
19,ild,cocktail_wav48_ild/4_distractors/p304/p304_419.wav,672220,i can understand why they have gone,doyel,8.344650268554688e-06
20,ild,cocktail_wav48_ild/0_distractors/p283/p283_269.wav,476028,was everything done to save people,was everything done to save people,6.198883056640625e-06
21,hrtf,cocktail_wav48_hrtf/6_distractors/p237/p237_141.wav,1393168,on friday the headteacher and deputy headteacher appeared at the door,her teacher appeared at the door,7.152557373046875e-06
22,ild,cocktail_wav48_ild/4_distractors/p306/p306_127.wav,1197100,i went straight to the toilet,I went straight to the toilet,6.9141387939453125e-06
23,ild,cocktail_wav48_ild/5_distractors/p304/p304_338.wav,754164,it really was my favourite,it realy was my favoritw,6.9141387939453125e-06
24,ild,cocktail_wav48_ild/3_distractors/p302/p302_134.wav,746196,it has been in place since last july,it has been in place since last july,6.9141387939453125e-06
25,hrtf,cocktail_wav48_hrtf/2_distractors/p225/p225_109.wav,582488,that might help a bit,that my help it,5.9604644775390625e-06
26,ild,cocktail_wav48_ild/4_distractors/p286/p286_226.wav,1032968,scotland will play its part,scottland will play its part,1.71661376953125e-05
27,hrtf,cocktail_wav48_hrtf/0_distractors/p229/p229_355.wav,361336,it is long gone,it is long gone,1.2159347534179688e-05
28,ild,cocktail_wav48_ild/1_distractors/p304/p304_371.wav,794708,if you can make it there you can make it anywhere,if you can make it there you can make it anywhere,6.9141387939453125e-06
29,hrtf,cocktail_wav48_hrtf/1_distractors/p274/p274_411.wav,844356,however the players should have a voice in these matters,however the players should have a voice in these matters,1.71661376953125e-05
30,ild,cocktail_wav48_ild/2_distractors/p302/p302_250.wav,901216,and also whatever he does can he really win,but also whatever he does can he realy win?,5.9604644775390625e-06
31,hrtf,cocktail_wav48_hrtf/3_distractors/p283/p283_212.wav,934148,we are not making any comment,we are not making any comment,6.9141387939453125e-06
32,itd,cocktail_wav48_itd/0_distractors/p277/p277_454.wav,844280,scotland has a dismal record of teenage pregnancy rates,scottland has a dismal record of teanage pregnancy rates,5.7220458984375e-06
33,hrtf,cocktail_wav48_hrtf/4_distractors/p229/p229_224.wav,885764,i had decided to quit the show,I had decided to quite the show,9.059906005859375e-06
34,hrtf,cocktail_wav48_hrtf/0_distractors/p237/p237_325.wav,811592,we are very strongly behind the bid,we are very strongly behind the bid,5.7220458984375e-06
35,ild,cocktail_wav48_ild/6_distractors/p302/p302_086.wav,926716,she could easily have been killed,we could have easily been kiled,7.152557373046875e-06
36,itd,cocktail_wav48_itd/4_distractors/p237/p237_083.wav,778804,he is driven,protest,6.9141387939453125e-06
37,hrtf,cocktail_wav48_hrtf/5_distractors/p274/p274_443.wav,1056912,last week against nelson we allowed them several opportunities,"...nelson, we left them several opertunities",6.9141387939453125e-06
38,itd,cocktail_wav48_itd/4_distractors/p277/p277_445.wav,1122560,the children are fine,he had said,7.867813110351562e-06
