0,itd,cocktail_wav48_itd/6_distractors/p286/p286_448.wav,827892,the couple had one daughter,i was published in febuary,1.7881393432617188e-05
1,hrtf,cocktail_wav48_hrtf/2_distractors/p237/p237_288.wav,983768,you know the type,the new owners wanted the club to go into a differnt direction,7.152557373046875e-06
2,itd,cocktail_wav48_itd/5_distractors/p279/p279_187.wav,721964,it_s a joke,something about a disaster and logic belief,6.198883056640625e-06
3,itd,cocktail_wav48_itd/1_distractors/p279/p279_069.wav,492060,art is extra,"it was very fast, art was extra",8.106231689453125e-06
4,ild,cocktail_wav48_ild/6_distractors/p304/p304_018.wav,1425552,aristotle thought that the rainbow was caused by reflection of the sun_s rays by the rain,take into consideration?,5.9604644775390625e-06
5,hrtf,cocktail_wav48_hrtf/3_distractors/p225/p225_171.wav,1254192,the report was criticised by the scottish consumer council,the report was critized by the scottish council,6.198883056640625e-06
6,ild,cocktail_wav48_ild/2_distractors/p286/p286_075.wav,525356,it is a job creation scheme,it is a job creation sceme,4.76837158203125e-06
7,hrtf,cocktail_wav48_hrtf/3_distractors/p237/p237_201.wav,1123196,the modern approach will also be reflected in the terms of address,this is the secound issue,5.9604644775390625e-06
8,itd,cocktail_wav48_itd/0_distractors/p279/p279_103.wav,802996,after that time the market itself will set the prices,after that time the market itself will set the prices,6.198883056640625e-06
9,hrtf,cocktail_wav48_hrtf/3_distractors/p229/p229_217.wav,1213192,we will give a formal response to the report in due course,we are almost there but not quite,7.867813110351562e-06
10,hrtf,cocktail_wav48_hrtf/4_distractors/p274/p274_377.wav,860704,those people must be accountable,i have not seen the seasons so far?,1.5020370483398438e-05
11,itd,cocktail_wav48_itd/1_distractors/p286/p286_134.wav,483852,it was a good game to watch,it was a good game to watch,5.9604644775390625e-06
12,itd,cocktail_wav48_itd/3_distractors/p283/p283_358.wav,1687936,we will listen to any suggestion,it wasnt difficult to acess the damages of the resterant,1.0967254638671875e-05
13,ild,cocktail_wav48_ild/1_distractors/p286/p286_422.wav,770872,that was a touch of class,that was a touch of class,4.76837158203125e-06
14,hrtf,cocktail_wav48_hrtf/6_distractors/p274/p274_328.wav,843996,there was no hint of scandal,we would never abundance scottish football,5.9604644775390625e-06
15,ild,cocktail_wav48_ild/4_distractors/p304/p304_038.wav,1048840,at halftime you have,a touch of class which is vibrant?,1.621246337890625e-05
16,hrtf,cocktail_wav48_hrtf/1_distractors/p229/p229_154.wav,1024956,alice the girl was said by doctors to be in good condition,alex the girl was said by doctors to be in good condition,4.76837158203125e-06
17,hrtf,cocktail_wav48_hrtf/5_distractors/p277/p277_028.wav,926428,their courage and their honesty should be respected,it was a natural robbery?,5.9604644775390625e-06
18,ild,cocktail_wav48_ild/1_distractors/p306/p306_259.wav,844692,it_s the stopgap before extinction,its the start gap before extension?,6.9141387939453125e-06
19,itd,cocktail_wav48_itd/2_distractors/p279/p279_246.wav,762672,it is clear that we must learn the lessons from this outbreak,it is clear that we have learned some lessons from this outbreak,7.867813110351562e-06
20,itd,cocktail_wav48_itd/0_distractors/p283/p283_278.wav,524676,sadly it sounds as if it is,sadly it sounds as if it is,6.198883056640625e-06
21,ild,cocktail_wav48_ild/2_distractors/p302/p302_310.wav,1286812,entries for the event are still being accepted,entry for this event is still acepted,9.059906005859375e-06
22,ild,cocktail_wav48_ild/3_distractors/p304/p304_424.wav,860448,public safety is paramount,public safty is apparent,5.9604644775390625e-06
23,ild,cocktail_wav48_ild/2_distractors/p302/p302_114.wav,664188,it is time for a more honest approach,its time for a more honest approuch,6.9141387939453125e-06
24,hrtf,cocktail_wav48_hrtf/6_distractors/p229/p229_225.wav,934692,the fbi could become involved,the policy commity is clear,5.7220458984375e-06
25,ild,cocktail_wav48_ild/0_distractors/p306/p306_044.wav,737464,we like being the underdogs,we like being the underdogs,6.9141387939453125e-06
26,ild,cocktail_wav48_ild/3_distractors/p286/p286_307.wav,1188116,it was simply no contest,it was simply no contest,8.821487426757812e-06
27,itd,cocktail_wav48_itd/4_distractors/p286/p286_199.wav,1450940,it was only later that the condition was diagnosed,refraction causes the rainbows,5.7220458984375e-06
28,ild,cocktail_wav48_ild/3_distractors/p304/p304_299.wav,770544,he will feel the pain again,i can feel the pain again,5.9604644775390625e-06
29,ild,cocktail_wav48_ild/4_distractors/p302/p302_221.wav,795276,they make it look very easy,i am just tired said the girl,5.9604644775390625e-06
30,hrtf,cocktail_wav48_hrtf/0_distractors/p279/p279_085.wav,434964,it works for us,it works for us,5.0067901611328125e-06
31,hrtf,cocktail_wav48_hrtf/0_distractors/p225/p225_116.wav,1033100,yesterday the company reported a further downturn in profits,yesterday the company recorded a lower downturn in profits,1.4781951904296875e-05
