0,itd,cocktail_wav48_itd/5_distractors/p277/p277_266.wav,1204800,the decision was announced at its annual conference in dunfermline,...the gods...to foretell war or heavy rain.,7.152557373046875e-06
1,ild,cocktail_wav48_ild/2_distractors/p306/p306_093.wav,852116,but the relief was shortlived,He should emerge the winner.,6.9141387939453125e-06
2,itd,cocktail_wav48_itd/0_distractors/p279/p279_324.wav,598380,he was then replaced by ross,He was then replaced by Ross.,5.0067901611328125e-06
3,itd,cocktail_wav48_itd/6_distractors/p286/p286_327.wav,754164,mcnaughton was not so sure,...pressure on inflation.,5.0067901611328125e-06
4,ild,cocktail_wav48_ild/1_distractors/p306/p306_125.wav,1221480,wallace was a prisoner of war,Wallace was a prisoner of war.,5.245208740234375e-06
5,ild,cocktail_wav48_ild/5_distractors/p286/p286_132.wav,1819520,they will remember this victory for a while,They will remember this war for a while.,6.9141387939453125e-06
6,itd,cocktail_wav48_itd/5_distractors/p279/p279_022.wav,1180024,the actual primary rainbow observed is said to be the effect of superimposition of a number of bows,...is said to be the superimposition of a number of bows.,6.9141387939453125e-06
7,itd,cocktail_wav48_itd/3_distractors/p277/p277_008.wav,1647472,these take the shape of a long round arch with its path high above and its two ends apparently beyond the horizon,...long arch with its two ends apparently beyond the horizon.,4.76837158203125e-06
8,itd,cocktail_wav48_itd/3_distractors/p274/p274_139.wav,664620,it is a vicious circle,...rival business.,6.9141387939453125e-06
9,hrtf,cocktail_wav48_hrtf/2_distractors/p237/p237_325.wav,811592,we are very strongly behind the bid,We are very strongly behind the bid.,5.9604644775390625e-06
10,ild,cocktail_wav48_ild/6_distractors/p304/p304_026.wav,778812,who cares about that,He cared for a duck.,6.198883056640625e-06
11,hrtf,cocktail_wav48_hrtf/6_distractors/p229/p229_283.wav,1049520,it was a privilege to work for him,I was happy to be directed by Mike Tyson.,5.0067901611328125e-06
12,hrtf,cocktail_wav48_hrtf/1_distractors/p237/p237_188.wav,794852,government will intervene,Government will intervene.,5.7220458984375e-06
13,itd,cocktail_wav48_itd/5_distractors/p277/p277_116.wav,1089608,health secretary frank dobson made the surprise announcement in the commons yesterday,...suprised by the announcements in the commons yesterday.,1.0013580322265625e-05
14,ild,cocktail_wav48_ild/3_distractors/p306/p306_330.wav,1188648,we should savour this because it_s unlikely ever to happen again,...because it's unlikely to ever happen again.,6.9141387939453125e-06
15,itd,cocktail_wav48_itd/4_distractors/p277/p277_124.wav,1171600,there will be a beginning a middle and an end,He promised to lead from the front in the battle for entry.,6.9141387939453125e-06
16,hrtf,cocktail_wav48_hrtf/6_distractors/p229/p229_306.wav,1172400,this is a war over our home,,6.198883056640625e-06
17,hrtf,cocktail_wav48_hrtf/3_distractors/p237/p237_036.wav,754088,they_re just different,,5.9604644775390625e-06
18,ild,cocktail_wav48_ild/6_distractors/p306/p306_214.wav,1352192,david murray the rangers chairman also welcomed the scheme,...the Ranger's chairman also welcomed the scheme.,5.9604644775390625e-06
19,hrtf,cocktail_wav48_hrtf/0_distractors/p237/p237_349.wav,500080,nobody else was with me,Nobody else was with me.,6.198883056640625e-06
20,itd,cocktail_wav48_itd/2_distractors/p279/p279_240.wav,746084,it_s too much work,,6.9141387939453125e-06
21,hrtf,cocktail_wav48_hrtf/4_distractors/p225/p225_285.wav,853036,we have to break that cycle,...changing attitudes.,1.0013580322265625e-05
22,itd,cocktail_wav48_itd/4_distractors/p274/p274_081.wav,762316,it took an option on the process,...tides.,7.3909759521484375e-06
23,ild,cocktail_wav48_ild/5_distractors/p304/p304_192.wav,1221248,there is a contract in existence for allan,There is a contract against Allen.,7.152557373046875e-06
24,hrtf,cocktail_wav48_hrtf/6_distractors/p277/p277_256.wav,893992,this is a question of islam,I never want to... throughout my career.,6.198883056640625e-06
25,ild,cocktail_wav48_ild/2_distractors/p306/p306_120.wav,1221248,however it very nearly all went wrong,"However, it very nearly all went wrong.",6.9141387939453125e-06
26,itd,cocktail_wav48_itd/2_distractors/p274/p274_359.wav,738224,we have very limited capacity,He had very limited capacity.,6.9141387939453125e-06
27,itd,cocktail_wav48_itd/5_distractors/p277/p277_421.wav,967380,we just got a phone call on saturday night,,5.9604644775390625e-06
28,ild,cocktail_wav48_ild/4_distractors/p306/p306_071.wav,1188116,for me the tour is wide open this year,"For me, the door is wide open this year.",4.76837158203125e-06
29,ild,cocktail_wav48_ild/5_distractors/p279/p279_252.wav,1065364,he said he intended to push for a judicial review,I said he had to push forward for the judicial review.,6.9141387939453125e-06
30,itd,cocktail_wav48_itd/6_distractors/p283/p283_315.wav,1057044,the palace said the queen was deeply saddened,Scotland is a place for...,5.9604644775390625e-06
31,hrtf,cocktail_wav48_hrtf/1_distractors/p229/p229_087.wav,704940,others were in hiding in fear of their lives,"And they are still hiding, in fear of their lives.",6.9141387939453125e-06
32,itd,cocktail_wav48_itd/1_distractors/p274/p274_198.wav,1106736,everyone can have their opinion,"There is one type of bow, one showing green and yellow with little showing red or blue.",9.298324584960938e-06
33,hrtf,cocktail_wav48_hrtf/5_distractors/p225/p225_352.wav,1393168,he was then replaced by ross,,7.867813110351562e-06
34,itd,cocktail_wav48_itd/4_distractors/p274/p274_360.wav,2245116,it is understood the timescale for the refurbishment has slipped,,6.9141387939453125e-06
35,hrtf,cocktail_wav48_hrtf/4_distractors/p225/p225_057.wav,1245304,however the city was in no doubt about the ultimate result,"However, there was no doubt the city was about the ultimate result.",6.9141387939453125e-06
