0,hrtf,cocktail_wav48_hrtf/3_distractors/p237/p237_051.wav,770184,that should do it,managers have no injury worries,8.106231689453125e-06
1,itd,cocktail_wav48_itd/5_distractors/p277/p277_348.wav,1229772,to do so he reckons that a good opening result is essential,the opening result is essential,5.245208740234375e-06
2,hrtf,cocktail_wav48_hrtf/5_distractors/p225/p225_363.wav,1065960,there is the beautiful game to write,couldnt tell,5.7220458984375e-06
3,hrtf,cocktail_wav48_hrtf/3_distractors/p274/p274_102.wav,770376,i did not think about the ryder cup,i ride in a cup?,6.9141387939453125e-06
4,itd,cocktail_wav48_itd/1_distractors/p279/p279_277.wav,533512,she looked so young,she looks so young,5.9604644775390625e-06
5,itd,cocktail_wav48_itd/3_distractors/p277/p277_409.wav,992212,but i felt it was important to introduce the element of tradition,issues with the elements of tradition,5.0067901611328125e-06
6,hrtf,cocktail_wav48_hrtf/4_distractors/p274/p274_108.wav,1032416,here the jury is still out,here the jury is still out,4.76837158203125e-06
7,itd,cocktail_wav48_itd/4_distractors/p286/p286_076.wav,811484,the guidelines are expected to be finalised before next spring,the guidelines and perspectives need to be analyzed before next spring,5.7220458984375e-06
8,ild,cocktail_wav48_ild/3_distractors/p286/p286_113.wav,1229648,but i know the course,but I know the cause,3.814697265625e-06
9,hrtf,cocktail_wav48_hrtf/4_distractors/p274/p274_449.wav,844396,it is pretty bad news,ive got bad news,7.152557373046875e-06
10,ild,cocktail_wav48_ild/3_distractors/p286/p286_171.wav,803632,it_s never great to finish second,its never great to finish second,4.76837158203125e-06
11,ild,cocktail_wav48_ild/3_distractors/p286/p286_234.wav,860528,they are difficult awards to decide,they are difficult awards to decide,5.0067901611328125e-06
12,itd,cocktail_wav48_itd/3_distractors/p277/p277_407.wav,918456,however the players should have a voice in these matters,however a scott should have lines..?,5.9604644775390625e-06
13,itd,cocktail_wav48_itd/6_distractors/p286/p286_190.wav,909908,his son is a local legend,N/A?,1.5974044799804688e-05
14,ild,cocktail_wav48_ild/1_distractors/p304/p304_192.wav,1221248,there is a contract in existence for allan,there is a contract in existence for our,5.0067901611328125e-06
15,ild,cocktail_wav48_ild/5_distractors/p304/p304_333.wav,1237620,we must recognise that this outfit is unique,we must recognize the..,8.106231689453125e-06
16,hrtf,cocktail_wav48_hrtf/3_distractors/p274/p274_064.wav,1139192,there could be a way back,there could be a way back,5.9604644775390625e-06
17,ild,cocktail_wav48_ild/4_distractors/p304/p304_009.wav,1089936,there is  according to legend a boiling pot of gold at one end,"there is according to legend, a boiling pot of gold at one end",4.76837158203125e-06
18,hrtf,cocktail_wav48_hrtf/5_distractors/p229/p229_202.wav,1180208,people will ask about us,N/A?,5.9604644775390625e-06
19,ild,cocktail_wav48_ild/2_distractors/p286/p286_327.wav,730156,mcnaughton was not so sure,McNottin was not so sure,6.198883056640625e-06
20,hrtf,cocktail_wav48_hrtf/1_distractors/p229/p229_332.wav,451628,i_d like to take the plunge,I'd like to take the plung,5.9604644775390625e-06
21,itd,cocktail_wav48_itd/2_distractors/p279/p279_405.wav,1204800,the visual arts committee took this decision in december,the great philosopher arcemedies.. ,8.106231689453125e-06
22,ild,cocktail_wav48_ild/2_distractors/p306/p306_025.wav,1311320,police were called to the scene according to the weekend reports,police were called to the scene according to weekend reports,5.9604644775390625e-06
23,ild,cocktail_wav48_ild/6_distractors/p306/p306_252.wav,1327600,i just saw them for a few minutes,I just saw a human for a few minutes,5.245208740234375e-06
24,ild,cocktail_wav48_ild/2_distractors/p286/p286_144.wav,623660,the first half was depressing,the first half was depressing,5.9604644775390625e-06
25,hrtf,cocktail_wav48_hrtf/3_distractors/p274/p274_340.wav,598564,this is a historic occasion,its a historic occasion ,5.9604644775390625e-06
26,ild,cocktail_wav48_ild/6_distractors/p306/p306_142.wav,1180208,this might seem like an outrageous assertion,good starts we go with insersion ,6.9141387939453125e-06
27,hrtf,cocktail_wav48_hrtf/2_distractors/p237/p237_062.wav,819876,none has ever been found,the pair was...,8.344650268554688e-06
28,itd,cocktail_wav48_itd/5_distractors/p277/p277_285.wav,926040,the songs are just so good,the focal at this point,5.9604644775390625e-06
29,itd,cocktail_wav48_itd/3_distractors/p277/p277_037.wav,1351860,other members of the family were too upset to comment last night,other members of the family were too upset to comment last night,5.245208740234375e-06
30,hrtf,cocktail_wav48_hrtf/6_distractors/p229/p229_032.wav,950844,because we do not need it,alice did not mean it,7.152557373046875e-06
31,ild,cocktail_wav48_ild/5_distractors/p302/p302_225.wav,705204,no meaningful response was issued,no meaning was lost in loopholes,7.152557373046875e-06
32,hrtf,cocktail_wav48_hrtf/2_distractors/p279/p279_021.wav,1721048,the difference in the rainbow depends considerably upon the size of the drops and the width of the colored band increases as the size of the drops increases,the colour of the rainbow and the drops of the rainbrow increase as the blank increases,1.4781951904296875e-05
